travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price,no_of_guest,guest_name,total_passenger
102733,1019,Hotel BD,Natal (RN),1,242.88,242.88,05/25/2023,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,Acme Factory,female,31,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102734,1020,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Charles Greer', 'Sara Bennett']",3
102740,1020,Hotel BP,Brasilia (DF),2,247.62,495.24,11/07/2019,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Suzanne Gonzalez', 'Ann Merritt']",3
102745,1020,Hotel Z,Aracaju (SE),4,208.04,832.16,12/12/2019,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Isabella Murphy', 'Zachary Wright', 'Bianca Lynn']",4
102747,1020,Hotel BP,Brasilia (DF),2,247.62,495.24,12/26/2019,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,Acme Factory,female,34,Eileenfort,Judyport,Sedan,Hertz,1.0,158.58,50.0,Prepaid,Pending,160.0,0,[],1
102751,1020,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Mrs. Amber Shah', 'Donna Hines', 'Cassandra Mckay', 'Leslie Robinson']",5
102758,1020,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/12/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Andrew Craig'],2
102761,1020,Hotel AU,Recife (PE),2,312.83,625.66,04/02/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Gerald Green', 'Bonnie Wright', 'Joshua Martin', 'Stacey Andersen']",5
102766,1020,Hotel Z,Aracaju (SE),4,208.04,832.16,05/07/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Christopher Hayes'],2
102775,1020,Hotel K,Salvador (BH),3,263.41,790.23,07/09/2020,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Steven Wilson'],2
102776,1020,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/16/2020,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,Acme Factory,female,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102784,1021,Hotel K,Salvador (BH),4,263.41,1053.64,10/03/2019,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Kevin Evans'],2
102786,1021,Hotel BD,Natal (RN),4,242.88,971.52,10/17/2019,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Laurie Soto', 'Terry Mckinney MD']",3
102787,1021,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/24/2019,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Sean Campbell'],2
102788,1021,Hotel BP,Brasilia (DF),4,247.62,990.48,10/31/2019,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['David Price'],2
102791,1021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Tina Maddox', 'Sandra Hill', 'Ronald Hahn']",4
102795,1021,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/19/2019,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Christopher Blake', 'Jesse Ward', 'Benjamin Jones']",4
102797,1021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/02/2020,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102800,1021,Hotel Z,Aracaju (SE),4,208.04,832.16,01/23/2020,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102804,1021,Hotel AU,Recife (PE),3,312.83,938.49,02/20/2020,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Rodney Clements', 'Michael Rodriguez']",3
102806,1021,Hotel Z,Aracaju (SE),4,208.04,832.16,03/05/2020,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Eric White', 'Stephanie Bryant', 'Charles Carter']",4
102808,1021,Hotel Z,Aracaju (SE),3,208.04,624.12,03/19/2020,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Cheryl Dawson', 'Andrea Turner', 'Sean Williams', 'Randy Spencer']",5
102811,1021,Hotel AU,Recife (PE),4,312.83,1251.32,04/09/2020,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102812,1021,Hotel BP,Brasilia (DF),3,247.62,742.86,04/16/2020,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102816,1021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/14/2020,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['John Cardenas', 'Laura Hunt', 'Wesley Gonzales']",4
102823,1021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/02/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Justin Garcia', 'Kyle Smith', 'Amber Hunter']",4
102826,1021,Hotel K,Salvador (BH),3,263.41,790.23,07/23/2020,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Adam Lewis', 'Lynn Jimenez']",3
102831,1021,Hotel AU,Recife (PE),3,312.83,938.49,08/27/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Christopher Hunter', 'Scott Reyes', 'Traci Melendez']",4
102832,1021,Hotel BP,Brasilia (DF),1,247.62,247.62,09/03/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Natalie Washington'],2
102833,1021,Hotel Z,Aracaju (SE),3,208.04,624.12,09/10/2020,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Michael Garcia', 'Kristina Crawford', 'Amy Sims', 'Andrew Berry']",5
102834,1021,Hotel AU,Recife (PE),4,312.83,1251.32,09/17/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,female,58,Ericamouth,Tylermouth,Luxury,Avis,3.0,335.89,378.0,Full-to-Full,Confirmed,812.4,1,['James Valdez'],2
102840,1021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/29/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Laura Garcia'],2
102844,1021,Hotel Z,Aracaju (SE),2,208.04,416.08,11/26/2020,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['David Dunn'],2
102848,1021,Hotel K,Salvador (BH),3,263.41,790.23,12/24/2020,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102851,1021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/14/2021,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Kirk Jones'],2
102854,1021,Hotel BD,Natal (RN),4,242.88,971.52,02/04/2021,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102856,1021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/18/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Jon Bartlett', 'Mary Williams', 'Mario Leonard']",4
102857,1021,Hotel BD,Natal (RN),4,242.88,971.52,02/25/2021,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Alison Moore', 'Timothy Castillo', 'Dr. Randall Alvarez', 'Nicholas Adams']",5
102863,1022,Hotel BD,Natal (RN),3,242.88,728.64,10/17/2019,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,Acme Factory,none,22,South Ryan,West Daniel,SUV,Avis,4.0,633.63,132.0,Prepaid,Cancelled,665.6,4,"['Steven Schroeder', 'Pamela Brown', 'Sarah Tucker', 'Autumn Reid']",5
102870,1022,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/05/2019,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,22,Savageshire,South Amber,SUV,Avis,1.0,126.63,116.0,Prepaid,Cancelled,232.8,1,['Christine Hudson'],2
102871,1022,Hotel Z,Aracaju (SE),3,208.04,624.12,12/12/2019,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,none,22,North Cindyfort,Davidhaven,Luxury,Sixt,2.0,254.85,406.0,Partial,Confirmed,664.8,4,"['Margaret Zavala', 'Jason Bates', 'Paul Moore', 'Tina Wells']",5
102872,1022,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/19/2019,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102875,1022,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/09/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Teresa Mitchell MD', 'Terry Taylor', 'Melissa Gibson']",4
102877,1022,Hotel BD,Natal (RN),4,242.88,971.52,01/23/2020,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,Acme Factory,none,22,West Rachel,North Corey,Sedan,Enterprise,3.0,578.04,122.0,Prepaid,Pending,457.6,1,['Benjamin Meyer'],2
102882,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/27/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Nicholas Tran', 'Cynthia Young']",3
102883,1022,Hotel BP,Brasilia (DF),4,247.62,990.48,03/05/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Kimberly Thomas', 'Geoffrey Duran', 'Jennifer Williams', 'Mary Chavez']",5
102884,1022,Hotel BD,Natal (RN),3,242.88,728.64,03/12/2020,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Jennifer Johnston', 'Arthur Frey', 'Rachel Snyder', 'Danielle Buck']",5
102888,1022,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/09/2020,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Phillip Boyle'],2
102892,1022,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/07/2020,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Lisa Schmidt', 'Brandon Jones', 'Troy Welch', 'Margaret Atkins']",5
102893,1022,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Anna Alvarez', 'Joshua Lee', 'Debbie Mendoza', 'Matthew Nguyen']",5
102894,1022,Hotel AU,Recife (PE),3,312.83,938.49,05/21/2020,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Tom Morgan', 'Michael Andrews II']",3
102896,1022,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/04/2020,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102897,1022,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/11/2020,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Elizabeth Kim'],2
102898,1022,Hotel AU,Recife (PE),2,312.83,625.66,06/18/2020,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,Acme Factory,none,22,Jillfort,Port Deborah,SUV,Enterprise,2.0,121.04,153.0,Partial,Pending,402.4,1,['James Crawford'],2
102903,1022,Hotel Z,Aracaju (SE),4,208.04,832.16,07/23/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Erin Lambert', 'John Hill']",3
102904,1022,Hotel BD,Natal (RN),4,242.88,971.52,07/30/2020,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Jennifer Graves', 'Joseph Boyer']",3
102908,1022,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102910,1022,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Crystal Fernandez', 'John Hill', 'Jose Collier']",4
102913,1022,Hotel AU,Recife (PE),1,312.83,312.83,10/01/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Tara Morgan'],2
102918,1022,Hotel BP,Brasilia (DF),3,247.62,742.86,11/05/2020,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Laura Garcia', 'Anthony Hull', 'Thomas Perry', 'Leah Adams']",5
102920,1022,Hotel K,Salvador (BH),2,263.41,526.82,11/19/2020,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102926,1022,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/31/2020,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Lindsay Lee'],2
102931,1022,Hotel BP,Brasilia (DF),2,247.62,495.24,02/04/2021,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102934,1022,Hotel K,Salvador (BH),1,263.41,263.41,02/25/2021,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Nicholas Jones', 'Jonathan Ramos', 'Lindsey Huerta']",4
102938,1022,Hotel K,Salvador (BH),3,263.41,790.23,03/25/2021,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Elizabeth Baker'],2
102941,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/15/2021,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Katherine Cruz', 'Linda Hall', 'Terri Boyer', 'Ivan Sherman']",5
102943,1022,Hotel AU,Recife (PE),3,312.83,938.49,04/29/2021,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,Acme Factory,none,22,New Allisonchester,Chavezland,Hatchback,Budget,3.0,291.49,372.0,Full-to-Full,Pending,597.6,1,['Brian Wood'],2
102944,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/06/2021,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102947,1022,Hotel AU,Recife (PE),3,312.83,938.49,05/27/2021,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Lucas Mcguire', 'Marcus Medina', 'Sarah Tran']",4
102950,1022,Hotel AU,Recife (PE),4,312.83,1251.32,06/17/2021,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,none,22,Lancestad,Georgeshire,SUV,Sixt,5.0,944.26,352.0,Prepaid,Confirmed,981.6,0,[],1
102966,1022,Hotel AU,Recife (PE),2,312.83,625.66,10/07/2021,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102967,1022,Hotel Z,Aracaju (SE),1,208.04,208.04,10/14/2021,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Mrs. Jenny Ali', 'Jeremy Baker']",3
102968,1022,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/21/2021,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102970,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/04/2021,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Tina Barnes', 'Chad Wilson', 'Tiffany Bell']",4
102976,1022,Hotel BD,Natal (RN),1,242.88,242.88,12/16/2021,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Mary Guerrero', 'Connie Coleman', 'Debra Sandoval', 'George Lucas']",5
102977,1022,Hotel K,Salvador (BH),4,263.41,1053.64,12/23/2021,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Justin Kim', 'Susan Thomas']",3
102978,1022,Hotel BP,Brasilia (DF),3,247.62,742.86,12/30/2021,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
102980,1022,Hotel K,Salvador (BH),3,263.41,790.23,01/13/2022,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['William Conway'],2
102981,1022,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/20/2022,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Patrick Esparza', 'Colleen Doyle']",3
102982,1022,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/27/2022,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Carla Callahan', 'Andrew Reynolds', 'Shelby Phillips']",4
102983,1022,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/03/2022,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Travis Yoder'],2
102996,1022,Hotel K,Salvador (BH),4,263.41,1053.64,05/05/2022,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Henry Rodriguez', 'Karen Martin', 'Bryan Cooper']",4
103000,1022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/02/2022,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Marcus Rodriguez'],2
103003,1022,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/23/2022,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,22,Pamelaville,Masonburgh,Hatchback,Enterprise,5.0,556.57,173.0,Full-to-Full,Cancelled,638.4,4,"['Austin Leonard', 'Annette Gordon MD', 'Megan Macias', 'Peter Watkins']",5
103004,1022,Hotel AU,Recife (PE),1,312.83,312.83,06/30/2022,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Peter Parker', 'Victoria Velez', 'Terry Stewart']",4
103007,1022,Hotel Z,Aracaju (SE),4,208.04,832.16,07/21/2022,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Brian Benson'],2
103011,1022,Hotel AU,Recife (PE),4,312.83,1251.32,08/18/2022,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Laura Dixon', 'Dana Ortega', 'Cynthia Nichols']",4
103019,1022,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/13/2022,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Mrs. Danielle Guzman', 'Anthony Leach']",3
103022,1022,Hotel BP,Brasilia (DF),4,247.62,990.48,11/03/2022,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Erin Hunter', 'Heather Robinson', 'Tanya Baker']",4
103029,1022,Hotel BP,Brasilia (DF),1,247.62,247.62,12/22/2022,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Autumn Montoya', 'Elizabeth Weaver', 'Miss Michelle Brown']",4
103033,1022,Hotel K,Salvador (BH),2,263.41,526.82,01/19/2023,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,22,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Robert Garcia'],2
